,solar_system_name,planet_discovery_method,planet_orbital_inclination,planet_density,right_ascension,declination,host_temperature,host_mass,host_radius
280,HAT-P-24,Transit,88.6,,07h15m18.01s,+14d15m45.4s,6373.0,1.37,1.38
281,HAT-P-25,Transit,88.22,0.483,03h13m44.50s,+25d11m50.7s,5519.0,1.01,0.92
282,HAT-P-26,Transit,88.6,,14h12m37.53s,+04d03m36.0s,5079.0,1.12,0.87
283,HAT-P-27,Transit,85.0,,14h51m04.18s,+05d56m50.5s,5300.0,0.94,0.9
284,HAT-P-28,Transit,88.0,0.44,00h52m00.18s,+34d43m42.3s,5680.0,1.02,1.1
285,HAT-P-29,Transit,87.1,,02h12m31.47s,+51d46m43.5s,6087.0,1.45,1.3
286,HAT-P-3,Transit,87.24,,13h44m22.59s,+48d01m43.2s,5185.0,1.06,0.87
287,HAT-P-30,Transit,83.6,,08h15m47.97s,+05d50m12.2s,6304.0,1.55,1.31
288,HAT-P-31,Transit,87.1,,18h06m09.05s,+26d25m36.0s,6065.0,1.31,1.39
289,HAT-P-32,Transit,88.98,0.108,02h04m10.28s,+46d41m16.2s,6001.0,1.13,1.37
290,HAT-P-33,Transit,87.2,,07h32m44.21s,+33d50m06.2s,6446.0,1.82,1.79
291,HAT-P-34,Transit,87.1,2.5,20h12m46.88s,+18d06m17.5s,6442.0,1.39,1.53
292,HAT-P-35,Transit,87.3,0.55,08h13m00.18s,+04d47m13.3s,6096.0,1.24,1.44
293,HAT-P-36,Transit,87.13,1.175,12h33m03.90s,+44d54m55.3s,5620.0,1.03,1.04
294,HAT-P-37,Transit,86.9,0.89,18h57m11.06s,+51d16m08.9s,5500.0,0.93,0.88
295,HAT-P-38,Transit,88.3,0.59,02h21m31.98s,+32d14m46.1s,5330.0,0.89,0.92
296,HAT-P-39,Transit,87.0,0.19,07h35m01.98s,+17d49m48.3s,6430.0,1.4,1.62
297,HAT-P-4,Transit,89.91,0.403,15h19m57.92s,+36d13m46.8s,5860.0,,
298,HAT-P-40,Transit,88.3,,22h22m03.09s,+45d27m26.6s,6080.0,1.03,1.94
299,HAT-P-41,Transit,87.7,,19h49m17.44s,+04d40m20.7s,6390.0,2.56,2.05
300,HAT-P-42,Transit,85.9,0.61,09h01m22.65s,+06d05m50.0s,5743.0,1.18,1.53
301,HAT-P-43,Transit,88.7,0.39,08h35m42.18s,+10d12m24.0s,5645.0,1.05,1.1
302,HAT-P-44,Transit,89.1,0.23,14h12m34.58s,+47d00m52.9s,5295.0,0.94,0.95
303,HAT-P-44,Radial Velocity,,,14h12m34.58s,+47d00m52.9s,5295.0,0.94,0.95
304,HAT-P-45,Transit,87.8,0.38,18h17m29.58s,-03d22m51.7s,6330.0,1.26,1.32
305,HAT-P-46,Transit,85.5,0.28,18h01m46.61s,-02d58m15.4s,6120.0,1.28,1.4
306,HAT-P-49,Transit,86.2,,20h21m45.94s,+26d41m33.5s,6820.0,2.22,2.06
307,HAT-P-5,Transit,86.75,,18h17m37.31s,+36d37m17.1s,5960.0,1.04,1.12
308,HAT-P-50,Transit,83.65,0.78,07h52m15.22s,+12d08m21.9s,6280.0,1.27,1.7
309,HAT-P-51,Transit,88.48,0.178,01h24m15.65s,+32d48m38.8s,5449.0,0.98,1.04
310,HAT-P-52,Transit,87.02,0.98,02h50m53.20s,+29d01m20.6s,5131.0,0.89,0.89
311,HAT-P-53,Transit,86.2,0.8,01h27m29.07s,+38d58m05.3s,5956.0,1.09,1.21
312,HAT-P-54,Transit,87.04,1.118,06h39m35.52s,+25d28m57.1s,4390.0,0.65,0.62
313,HAT-P-55,Transit,87.7,0.435,17h37m05.63s,+25d43m52.3s,5808.0,1.01,1.01
314,HAT-P-56,Transit,82.13,,06h43m23.53s,+27d15m08.3s,6566.0,1.42,1.47
315,HAT-P-57,Transit,88.26,,18h18m58.42s,+10d35m50.3s,6330.0,2.77,1.85
316,HAT-P-6,Transit,85.51,,23h39m05.81s,+42d27m57.5s,6570.0,1.79,1.62
317,HAT-P-65,Transit,84.2,0.096,21h03m37.32s,+11d59m21.9s,5835.0,1.21,1.86
318,HAT-P-66,Transit,86.2,0.242,10h02m17.43s,+53d57m03.1s,6002.0,1.25,1.88
319,HAT-P-67,Transit,88.8,0.052,17h06m26.56s,+44d46m37.1s,6406.0,1.64,2.55
320,HAT-P-69,Transit,87.19,1.02,08h42m01.353s,+03d42m38.038s,7394.0,1.65,1.93
321,HAT-P-7,Transit,83.11,,19h28m59.35s,+47d58m10.2s,6389.0,1.56,2.0
322,HAT-P-70,Transit,96.5,1.54,04h58m12.560s,+09d59m52.726s,8450.0,1.89,1.86
323,HAT-P-8,Transit,87.8,,22h52m09.86s,+35d26m49.6s,6200.0,1.27,1.57
324,HAT-P-9,Transit,86.44,0.342,07h20m40.45s,+37d08m26.3s,6350.0,1.28,1.34
325,HATS-1,Transit,85.6,1.03,11h42m06.08s,-23d21m17.4s,5870.0,0.99,1.04
326,HATS-10,Transit,87.79,0.7,19h37m13.64s,-22d12m16.1s,5880.0,1.1,1.1
327,HATS-11,Transit,,,19h17m36.18s,-22d23m23.7s,6563.0,1.33,1.54
328,HATS-12,Transit,,,19h16m48.57s,-19d21m21.3s,6357.0,1.16,1.17
329,HATS-13,Transit,88.55,0.377,21h07m50.75s,-26d05m48.0s,5523.0,0.96,0.89
330,HATS-14,Transit,88.83,1.191,20h52m51.71s,-25d41m14.4s,5346.0,0.97,0.93
331,HATS-15,Transit,87.13,1.97,20h44m22.07s,-19d26m15.0s,5311.0,0.87,0.92
332,HATS-16,Transit,83.53,1.86,23h54m14.09s,-30d00m46.8s,5738.0,0.97,1.24
333,HATS-17,Transit,89.08,3.5,12h48m45.55s,-47d36m49.3s,5846.0,1.13,1.09
334,HATS-18,Transit,85.29,1.1169,11h35m49.78s,-29d09m21.6s,5600.0,1.04,1.02
335,HATS-2,Transit,87.2,1.05,11h46m57.38s,-22d33m46.8s,5227.0,0.88,0.9
336,HATS-22,Transit,87.96,3.89,11h36m02.33s,-29d32m35.9s,4803.0,0.76,0.69
337,HATS-23,Transit,81.02,0.29,19h05m28.01s,-50d04m02.5s,5780.0,1.12,1.2
338,HATS-24,Transit,85.97,1.03,17h55m33.76s,-61d44m50.3s,6125.0,1.07,1.12
339,HATS-25,Transit,86.93,0.38,13h51m37.87s,-23d46m52.2s,5715.0,0.99,1.11
340,HATS-26,Transit,86.2,0.153,09h39m42.45s,-28d35m08.1s,6071.0,1.3,2.04
341,HATS-27,Transit,87.3,0.18,12h54m12.61s,-46d35m15.8s,6438.0,1.42,1.74
342,HATS-28,Transit,86.17,0.48,18h57m35.92s,-49d08m18.5s,5498.0,0.93,0.92
343,HATS-29,Transit,87.37,0.411,19h00m23.14s,-54d53m35.5s,5670.0,1.03,1.07
344,HATS-3,Transit,86.2,0.51,20h49m49.79s,-24d25m43.7s,6351.0,1.21,1.4
345,HATS-30,Transit,86.84,0.543,00h22m28.49s,-59d56m33.2s,5943.0,1.09,1.06
346,HATS-31,Transit,85.0,0.243,12h46m48.67s,-24d25m38.5s,6050.0,1.27,1.87
347,HATS-32,Transit,87.1,0.58,23h04m18.02s,-21d16m19.0s,5700.0,1.1,1.1
348,HATS-33,Transit,87.62,0.79,19h38m32.07s,-55d19m48.4s,5659.0,1.06,1.02
349,HATS-34,Transit,82.28,0.4,00h03m05.88s,-62d28m09.6s,5380.0,0.95,0.98
350,HATS-35,Transit,86.9,0.484,19h46m45.18s,-63d33m56.2s,6300.0,1.32,1.43
351,HATS-36,Transit,,,19h25m54.89s,-23d12m10.1s,5950.0,1.1,1.1
352,HATS-37 A,Transit,89.33,0.55,13h19m12.4637s,-22d59m12.7306s,5326.0,0.84,0.88
353,HATS-38,Transit,87.21,0.403,10h17m05.0796s,-25d16m34.5568s,5732.0,0.89,1.1
354,HATS-39,Transit,84.98,0.202,07h29m40.63s,-29d56m16.4s,6572.0,1.38,1.62
355,HATS-4,Transit,88.5,1.55,06h16m26.90s,-22d32m48.8s,5403.0,1.0,0.93
356,HATS-40,Transit,85.8,0.49,06h42m17.10s,-29d46m36.5s,6460.0,1.56,2.26
357,HATS-41,Transit,80.4,5.1,06h54m04.18s,-27d03m01.4s,6424.0,1.5,1.71
358,HATS-42,Transit,85.1,0.83,07h13m48.58s,-33d26m14.4s,6060.0,1.27,1.48
359,HATS-43,Transit,89.24,0.191,05h22m09.16s,-30d58m15.0s,5099.0,0.84,0.81
360,HATS-44,Transit,84.65,0.56,05h37m18.41s,-27d58m21.4s,5080.0,0.86,0.85
361,HATS-45,Transit,85.61,0.41,06h47m58.63s,-21d54m38.5s,6450.0,1.27,1.31
362,HATS-46,Transit,87.32,0.28,00h26m48.58s,-56d18m58.0s,5495.0,0.92,0.85
363,HATS-47,Transit,87.08,0.331,19h09m56.2504s,-49d39m53.868s,4512.0,0.67,0.66
364,HATS-48 A,Transit,89.58,0.589,19h14m41.2748s,-59d34m45.7571s,4546.0,0.73,0.72
365,HATS-49,Transit,88.27,0.986,00h26m27.1829s,-56d20m39.5352s,4405.0,0.71,0.7
366,HATS-5,Transit,89.3,0.39,04h28m53.49s,-21d28m54.9s,5304.0,0.94,0.87
367,HATS-50,Transit,87.54,0.33,20h01m42.60s,-26d04m39.3s,5990.0,1.17,1.12
368,HATS-51,Transit,87.1,0.34,06h51m23.40s,-29d03m31.0s,5758.0,1.19,1.44
369,HATS-52,Transit,84.7,1.06,09h20m21.05s,-31d16m09.6s,6010.0,1.11,1.05
370,HATS-53,Transit,88.78,0.303,11h46m30.72s,-33d51m36.2s,5644.0,0.96,1.1
371,HATS-54,Transit,83.08,0.77,13h22m32.3724s,-44d41m19.6988s,5702.0,1.1,1.32
372,HATS-55,Transit,86.32,0.587,07h37m08.0194s,-32d45m19.5158s,6214.0,1.2,1.13
373,HATS-56,Transit,83.29,0.155,12h00m39.6300s,-45d47m57.9955s,6536.0,1.57,2.2
374,HATS-57,Transit,87.88,2.65,04h03m47.6005s,-19d03m24.3267s,5587.0,1.03,0.96
375,HATS-58 A,Transit,85.69,0.96,12h27m08.9729s,-48d58m42.2278s,7175.0,1.46,1.43
376,HATS-59,Transit,88.1,0.7,11h21m18.00s,-22d23m17.4s,5670.0,1.04,1.04
377,HATS-59,Radial Velocity,,,11h21m18.00s,-22d23m17.4s,5670.0,1.04,1.04
378,HATS-6,Transit,88.21,0.399,05h52m35.23s,-19d01m54.0s,3724.0,0.57,0.57
379,HATS-60,Transit,86.28,0.537,22h45m27.3643s,-14d59m30.3457s,5688.0,1.1,1.46
380,HATS-61,Transit,87.15,2.47,04h06m37.8676s,-25d20m58.9560s,5542.0,1.08,1.66
381,HATS-62,Transit,87.92,0.076,20h49m47.8333s,-24d18m12.4965s,5416.0,0.9,0.93
382,HATS-63,Transit,84.86,0.67,04h29m40.4529s,-28d11m50.2340s,5627.0,0.93,1.07
383,HATS-64,Transit,87.24,0.245,09h37m09.0299s,-29d48m01.5746s,6554.0,1.56,2.11
384,HATS-65,Transit,84.82,0.3,19h31m45.5518s,-26d44m24.7250s,6277.0,1.26,1.31
385,HATS-66,Transit,87.06,2.34,06h45m34.7574s,-33d52m54.1300s,6626.0,1.41,1.84
386,HATS-67,Transit,79.03,0.374,12h00m50.1183s,-46d08m11.1247s,6594.0,1.44,1.44
387,HATS-68,Transit,83.21,0.856,01h00m01.4134s,-58d54m17.1247s,6147.0,1.35,1.75
388,HATS-69,Transit,88.49,0.46,19h17m11.3641s,-60d53m30.0584s,5137.0,0.89,0.88
389,HATS-7,Transit,87.92,0.83,13h55m25.68s,-21d12m27.7s,4985.0,0.85,0.81
390,HATS-70,Transit,86.7,6.64,07h16m25.08s,-31d14m39.86s,7930.0,1.78,1.88
391,HATS-71,Transit,88.82,0.42,01h02m12.2812s,-61d45m21.6599s,3405.0,0.49,0.48
392,HATS-72,Transit,89.56,0.411,22h36m06.3190s,-16d59m59.7882s,4656.1,0.73,0.72
393,HATS-8,Transit,87.8,0.259,19h39m46.02s,-25d44m53.9s,5679.0,1.06,1.09
394,HATS-9,Transit,,,19h23m14.42s,-20d09m58.7s,5599.0,1.1,1.56
395,HD 100546,Imaging,,,11h33m25.44s,-70d11m41.2s,10500.0,2.4,
396,HD 100655,Radial Velocity,,,11h35m03.75s,+20d26m29.6s,4891.0,2.28,10.06
397,HD 100777,Radial Velocity,,,11h35m51.52s,-04d45m20.5s,5533.0,0.83,1.04
398,HD 10180,Radial Velocity,,,01h37m53.58s,-60d30m41.5s,5911.0,1.06,1.11
399,HD 10180,Radial Velocity,,,01h37m53.58s,-60d30m41.5s,5911.0,1.06,1.11
400,HD 10180,Radial Velocity,,,01h37m53.58s,-60d30m41.5s,5911.0,1.06,1.11
401,HD 10180,Radial Velocity,,,01h37m53.58s,-60d30m41.5s,5911.0,1.06,1.11
402,HD 10180,Radial Velocity,,,01h37m53.58s,-60d30m41.5s,5911.0,1.06,1.11
403,HD 10180,Radial Velocity,,,01h37m53.58s,-60d30m41.5s,5911.0,1.06,1.11
404,HD 101930,Radial Velocity,,,11h43m30.11s,-58d00m24.8s,5108.0,0.57,0.86
405,HD 102117,Radial Velocity,,,11h44m50.46s,-58d42m13.4s,5655.0,1.06,1.23
406,HD 102195,Radial Velocity,,,11h45m42.29s,+02d49m17.3s,5301.0,0.76,0.82
407,HD 102272,Radial Velocity,,,11h46m23.54s,+14d07m26.4s,4790.0,1.45,10.3
408,HD 102329,Radial Velocity,,,11h46m46.64s,+03d28m27.5s,4745.0,3.21,9.82
409,HD 102329,Radial Velocity,,,11h46m46.64s,+03d28m27.5s,4745.0,3.21,9.82
410,HD 102365,Radial Velocity,,,11h46m31.07s,-40d30m01.3s,5630.0,0.85,
411,HD 102843,Radial Velocity,,,11h50m20.93s,-01d15m08.8s,5436.0,0.95,
412,HD 102956,Radial Velocity,,,11h51m22.51s,+57d38m26.6s,4985.0,1.66,4.55
413,HD 103197,Radial Velocity,,,11h52m52.98s,-50d17m34.2s,5250.0,0.8,0.88
414,HD 103720,Radial Velocity,,,11h56m41.18s,-02d46m44.2s,5017.0,0.79,0.73
415,HD 103774,Radial Velocity,,,11h56m55.59s,-12d06m28.5s,6489.0,1.33,
416,HD 103949,Radial Velocity,,,11h58m11.70s,-23d55m26.0s,4792.0,0.77,
417,HD 104067,Radial Velocity,,,11h59m10.01s,-20d21m13.6s,4937.0,0.62,0.74
418,HD 10442,Radial Velocity,,,01h41m53.15s,+02d42m15.8s,4912.0,1.01,1.97
419,HD 104985,Radial Velocity,,,12h05m15.12s,+76d54m20.6s,4877.0,2.3,11.0
420,HD 106252,Radial Velocity,,,12h13m29.51s,+10d02m29.9s,5874.0,1.01,1.1
421,HD 106270,Radial Velocity,,,12h13m37.28s,-09d30m48.2s,5509.0,1.39,2.66
422,HD 106315,Transit,87.54,4.7,12h13m53.39s,-00d23m36.5s,6327.0,1.09,1.3
423,HD 106315,Transit,88.61,1.01,12h13m53.39s,-00d23m36.5s,6327.0,1.09,1.3
424,HD 10647,Radial Velocity,,,01h42m29.32s,-53d44m27.0s,6218.0,1.11,1.1
425,HD 106515 A,Radial Velocity,,,12h15m06.57s,-07d15m26.4s,5362.0,0.97,1.62
426,HD 106906,Imaging,,,12h17m53.19s,-55d58m31.9s,6516.0,1.5,
427,HD 10697,Radial Velocity,,,01h44m55.82s,+20d04m59.3s,5600.0,1.13,1.79
428,HD 107148,Radial Velocity,,,12h19m13.49s,-03d19m11.2s,5797.0,1.12,
429,HD 108147,Radial Velocity,,,12h25m46.27s,-64d01m19.5s,6265.0,1.27,
430,HD 108341,Radial Velocity,,,12h27m31.39s,-71d25m22.7s,5122.0,0.84,0.79
431,HD 108863,Radial Velocity,,,12h30m19.91s,+21d56m53.7s,4878.0,1.59,5.74
432,HD 108874,Radial Velocity,,,12h30m26.88s,+22d52m47.4s,5600.0,1.1,1.05
433,HD 108874,Radial Velocity,,,12h30m26.88s,+22d52m47.4s,5600.0,1.1,1.05
434,HD 109246,Radial Velocity,,,12h32m07.19s,+74d29m22.4s,5844.0,1.2,1.07
435,HD 109271,Radial Velocity,,,12h33m35.56s,-11d37m18.7s,5783.0,1.05,
436,HD 109271,Radial Velocity,,,12h33m35.56s,-11d37m18.7s,5783.0,1.05,
437,HD 109749,Radial Velocity,,,12h37m16.38s,-40d48m43.6s,5824.0,1.13,1.22
438,HD 110014,Radial Velocity,,,12h39m14.77s,-07d59m44.0s,4445.0,2.17,20.9
439,HD 111232,Radial Velocity,,,12h48m51.75s,-68d25m30.5s,5512.0,0.84,0.9
440,HD 111591,Radial Velocity,,,12h50m17.30s,+22d51m48.3s,4884.0,1.94,8.03
441,HD 111998,Radial Velocity,,,12h53m11.16s,-03d33m11.2s,6557.0,1.18,1.45
442,HD 113337,Radial Velocity,,,13h01m46.93s,+63d36m36.8s,6576.6,1.4,1.5
443,HD 113538,Radial Velocity,,,13h04m57.48s,-52d26m34.5s,4462.0,0.58,0.53
444,HD 113538,Radial Velocity,,,13h04m57.48s,-52d26m34.5s,4462.0,0.58,0.53
445,HD 113996,Radial Velocity,,,13h07m10.73s,+27d37m29.1s,4181.0,1.49,25.11
446,HD 114386,Radial Velocity,,,13h10m39.82s,-35d03m17.2s,4836.0,0.6,0.76
447,HD 114613,Radial Velocity,,,13h12m03.19s,-37d48m10.9s,5641.0,1.27,2.14
448,HD 114729,Radial Velocity,,,13h12m44.26s,-31d52m24.1s,5844.0,0.94,1.47
449,HD 114762,Radial Velocity,,,13h12m19.74s,+17d31m01.6s,5869.0,0.8,1.2
450,HD 114783,Radial Velocity,,,13h12m43.78s,-02d15m54.1s,5135.0,0.85,
451,HD 114783,Radial Velocity,,,13h12m43.78s,-02d15m54.1s,5135.0,0.85,
452,HD 11506,Radial Velocity,,,01h52m50.53s,-19d30m25.1s,6030.0,1.24,1.34
453,HD 11506,Radial Velocity,,,01h52m50.53s,-19d30m25.1s,6030.0,1.24,1.34
454,HD 116029,Radial Velocity,,,13h20m39.54s,+24d38m55.3s,4819.0,0.83,4.89
455,HD 116029,Radial Velocity,,,13h20m39.54s,+24d38m55.3s,4819.0,0.83,4.89
456,HD 117207,Radial Velocity,,,13h29m21.11s,-35d34m15.6s,5732.0,1.05,1.07
457,HD 11755,Radial Velocity,,,01h58m50.09s,+73d09m08.6s,4312.0,0.72,20.58
458,HD 117618,Radial Velocity,,,13h32m25.55s,-47d16m16.9s,5990.0,1.08,
459,HD 118203,Radial Velocity,,,13h34m02.54s,+53d43m42.7s,5864.0,1.84,2.06
460,HD 11964,Radial Velocity,,,01h57m09.61s,-10d14m32.7s,5349.0,1.12,
461,HD 11964,Radial Velocity,,,01h57m09.61s,-10d14m32.7s,5349.0,1.12,
462,HD 11977,Radial Velocity,,,01h54m56.13s,-67d38m50.3s,4970.0,1.91,10.09
463,HD 120084,Radial Velocity,,,13h42m39.20s,+78d03m52.0s,4892.0,2.39,9.12
464,HD 121504,Radial Velocity,,,13h57m17.24s,-56d02m24.2s,6027.0,1.62,1.07
465,HD 12484,Radial Velocity,,,02h02m26.73s,+02d48m57.1s,5920.0,1.01,
466,HD 125390,Radial Velocity,,,14h18m09.32s,+38d58m01.1s,4850.0,1.36,6.47
467,HD 125595,Radial Velocity,,,14h21m23.18s,-40d23m38.2s,4691.0,0.29,0.74
468,HD 125612,Radial Velocity,,,14h20m53.51s,-17d28m53.5s,5841.0,1.11,1.05
469,HD 125612,Radial Velocity,,,14h20m53.51s,-17d28m53.5s,5841.0,1.11,1.05
470,HD 125612,Radial Velocity,,,14h20m53.51s,-17d28m53.5s,5841.0,1.11,1.05
471,HD 12648,Radial Velocity,,,02h18m59.68s,+85d44m10.1s,4835.0,0.67,11.02
472,HD 126525,Radial Velocity,,,14h27m32.97s,-51d55m59.1s,5638.0,0.9,0.98
473,HD 12661,Radial Velocity,,,02h04m34.29s,+25d24m51.5s,5645.0,1.2,1.2
474,HD 12661,Radial Velocity,,,02h04m34.29s,+25d24m51.5s,5645.0,1.2,1.2
475,HD 126614,Radial Velocity,,,14h26m48.28s,-05d10m40.0s,5568.0,1.26,1.32
476,HD 128311,Radial Velocity,30.0,,14h36m00.56s,+09d44m47.5s,,0.83,0.76
477,HD 128311,Radial Velocity,55.95,,14h36m00.56s,+09d44m47.5s,,0.83,0.76
478,HD 128356,Radial Velocity,,,14h37m04.89s,-25d48m09.2s,4875.0,0.65,0.85
479,HD 129445,Radial Velocity,,,14h46m03.07s,-68d45m45.9s,,0.99,
480,HD 130322,Radial Velocity,,,14h47m32.73s,-00d16m53.3s,5387.0,0.92,0.85
481,HD 131496,Radial Velocity,,,14h53m23.03s,+18d14m07.4s,4846.0,1.34,4.44
482,HD 131664,Radial Velocity,,,15h00m06.08s,-73d32m07.2s,5892.0,1.19,1.08
483,HD 13167,Radial Velocity,,,02h08m13.78s,-24d41m43.5s,5671.0,1.35,2.39
484,HD 13189,Radial Velocity,,,02h09m40.17s,+32d18m59.2s,4175.0,2.24,38.41
485,HD 132406,Radial Velocity,,,14h56m54.65s,+53d22m55.8s,5783.0,1.03,1.34
486,HD 132563,Radial Velocity,,,14h58m21.52s,+44d02m35.3s,6073.0,1.08,1.09
487,HD 133131 A,Radial Velocity,,,15h03m35.45s,-27d50m33.3s,5799.0,0.95,
488,HD 133131 A,Radial Velocity,,,15h03m35.45s,-27d50m33.3s,5799.0,0.95,
489,HD 133131 B,Radial Velocity,,,15h03m35.81s,-27d50m27.6s,5805.0,0.93,
490,HD 134060,Radial Velocity,,,15h10m44.74s,-61d25m20.4s,5966.0,1.09,
491,HD 134060,Radial Velocity,,,15h10m44.74s,-61d25m20.4s,5966.0,1.09,
492,HD 134987,Radial Velocity,,,15h13m28.67s,-25d18m33.6s,5736.0,1.1,1.22
493,HD 134987,Radial Velocity,,,15h13m28.67s,-25d18m33.6s,5736.0,1.1,1.22
494,HD 136352,Radial Velocity,,,15h21m48.15s,-48d19m03.5s,5664.0,0.81,
495,HD 136352,Radial Velocity,,,15h21m48.15s,-48d19m03.5s,5664.0,0.81,
496,HD 136352,Radial Velocity,,,15h21m48.15s,-48d19m03.5s,5664.0,0.81,
497,HD 136418,Radial Velocity,,,15h19m06.18s,+41d43m59.5s,4989.0,1.48,3.78
498,HD 13724,Radial Velocity,,,02h12m20.68s,-46d48m59.0s,5868.0,1.14,1.07
499,HD 137388,Radial Velocity,,,15h35m39.93s,-80d12m16.5s,5181.0,0.68,0.88
500,HD 13908,Radial Velocity,,,02h18m14.56s,+65d35m39.7s,6255.0,1.29,1.67
501,HD 13908,Radial Velocity,,,02h18m14.56s,+65d35m39.7s,6255.0,1.29,1.67
502,HD 13931,Radial Velocity,,,02h16m47.38s,+43d46m22.8s,5867.0,1.3,1.25
503,HD 139357,Radial Velocity,,,15h35m16.20s,+53d55m19.7s,4700.0,1.35,11.47
504,HD 1397,Transit,88.99,0.477,00h17m47.15s,-66d21m32.1s,5521.0,1.32,2.34
505,HD 14067,Radial Velocity,,,02h17m10.44s,+23d46m04.2s,4815.0,2.4,12.4
506,HD 141399,Radial Velocity,,,15h46m53.81s,+46d59m10.5s,5600.0,1.07,
507,HD 141399,Radial Velocity,,,15h46m53.81s,+46d59m10.5s,5600.0,1.07,
508,HD 141399,Radial Velocity,,,15h46m53.81s,+46d59m10.5s,5600.0,1.07,
509,HD 141399,Radial Velocity,,,15h46m53.81s,+46d59m10.5s,5600.0,1.07,
510,HD 141937,Radial Velocity,,,15h52m17.55s,-18d26m09.8s,5870.0,1.09,1.03
511,HD 142,Radial Velocity,,,00h06m19.18s,-49d04m30.7s,6245.0,1.23,1.47
512,HD 142,Radial Velocity,,,00h06m19.18s,-49d04m30.7s,6245.0,1.23,1.47
513,HD 142022 A,Radial Velocity,,,16h10m15.02s,-84d13m53.8s,5421.0,0.9,1.04
514,HD 142245,Radial Velocity,,,15h52m56.28s,+15d25m50.5s,4922.0,3.5,4.63
515,HD 142415,Radial Velocity,,,15h57m40.79s,-60d12m00.9s,5940.0,1.07,1.04
516,HD 143105,Radial Velocity,,,15h53m36.56s,+68d43m12.4s,6380.0,1.51,
517,HD 143361,Radial Velocity,,,16h01m50.35s,-44d26m04.3s,5507.0,0.97,0.92
518,HD 145377,Radial Velocity,,,16h11m36.45s,-27d04m41.4s,6014.0,1.2,1.05
519,HD 145457,Radial Velocity,,,16h10m03.91s,+26d44m33.9s,4769.0,1.23,10.52
520,HD 145934,Radial Velocity,,,16h13m09.87s,+13d14m22.1s,,1.75,5.38
521,HD 1461,Radial Velocity,,,00h18m41.87s,-08d03m10.8s,5765.0,1.02,
522,HD 1461,Radial Velocity,,,00h18m41.87s,-08d03m10.8s,5765.0,1.02,
523,HD 147018,Radial Velocity,,,16h23m00.15s,-61d41m19.5s,5441.0,0.93,
524,HD 147018,Radial Velocity,,,16h23m00.15s,-61d41m19.5s,5441.0,0.93,
525,HD 147379,Radial Velocity,,,16h16m42.75s,+67d14m19.8s,4156.0,0.6,
526,HD 147513,Radial Velocity,,,16h24m01.29s,-39d11m34.7s,5883.0,1.11,
527,HD 14787,Radial Velocity,,,02h23m14.05s,+10d50m12.3s,4946.0,1.43,5.01
528,HD 147873,Radial Velocity,,,16h25m45.15s,-33d34m01.6s,5972.0,1.38,2.29
529,HD 147873,Radial Velocity,,,16h25m45.15s,-33d34m01.6s,5972.0,1.38,2.29
530,HD 148156,Radial Velocity,,,16h28m17.28s,-46d19m03.4s,6308.0,1.22,1.21
531,HD 148164,Radial Velocity,,,16h25m44.53s,+11d55m08.6s,6032.0,1.21,1.34
532,HD 148164,Radial Velocity,,,16h25m44.53s,+11d55m08.6s,6032.0,1.21,1.34
533,HD 148284,Radial Velocity,,,16h25m48.41s,+30d15m54.5s,5572.0,1.07,1.48
534,HD 148427,Radial Velocity,,,16h28m28.15s,-13d23m58.7s,5025.0,1.64,3.86
535,HD 149026,Radial Velocity,84.55,,16h30m29.62s,+38d20m50.3s,6179.0,1.42,1.41
536,HD 149143,Radial Velocity,,,16h32m51.05s,+02d05m05.4s,5856.0,1.2,1.44
537,HD 1502,Radial Velocity,,,00h19m17.07s,+14d03m17.1s,4947.0,1.46,4.67
538,HD 150706,Radial Velocity,,,16h31m17.59s,+79d47m23.2s,5961.0,1.17,0.96
539,HD 152079,Radial Velocity,,,16h53m29.74s,-46d19m58.6s,5907.0,1.15,1.13
540,HD 152581,Radial Velocity,,,16h53m43.58s,+11d58m25.5s,5027.0,1.3,5.14
541,HD 15337,Transit,88.5,9.3,02h27m28.38s,-27d38m06.7s,5125.0,0.9,0.86
542,HD 15337,Transit,88.5,3.23,02h27m28.38s,-27d38m06.7s,5125.0,0.9,0.86
543,HD 153950,Radial Velocity,,,17h04m30.87s,-43d18m35.2s,6124.0,1.25,1.28
544,HD 154345,Radial Velocity,,,17h02m36.41s,+47d04m54.8s,5468.0,0.71,0.85
545,HD 154672,Radial Velocity,,,17h10m04.91s,-56d26m57.4s,5743.0,1.18,1.32
546,HD 154857,Radial Velocity,,,17h11m15.73s,-56d40m50.9s,5589.0,1.96,2.3
547,HD 154857,Radial Velocity,,,17h11m15.73s,-56d40m50.9s,5589.0,1.96,2.3
548,HD 155233,Radial Velocity,,,17h11m04.37s,-20d39m16.5s,4960.0,1.69,5.03
549,HD 155358,Radial Velocity,,,17h09m34.61s,+33d21m21.1s,5905.0,1.15,1.38
550,HD 155358,Radial Velocity,,,17h09m34.61s,+33d21m21.1s,5905.0,1.15,1.38
551,HD 156279,Radial Velocity,,,17h12m23.20s,+63d21m07.5s,5453.0,0.95,0.95
552,HD 156279,Radial Velocity,,,17h12m23.20s,+63d21m07.5s,5453.0,0.95,0.95
553,HD 156411,Radial Velocity,,,17h19m51.40s,-48d32m57.6s,5900.0,1.25,2.16
554,HD 156668,Radial Velocity,,,17h17m40.49s,+29d13m38.0s,4850.0,0.77,0.72
